fromTaz,toTaz,flow
taz_29,taz_77,867
taz_29,taz_78,153
taz_29,taz_79,1720
taz_29,taz_8,1421
taz_29,taz_80,1529
taz_29,taz_81,1532
taz_29,taz_82,859
taz_29,taz_83,1148
taz_29,taz_84,1427
taz_29,taz_85,425
taz_29,taz_86,1138
taz_29,taz_87,950
taz_29,taz_88,409
taz_29,taz_89,124
taz_29,taz_9,1882
taz_29,taz_91,564
taz_29,taz_92,876
taz_29,taz_93,308
taz_29,taz_94,1888
taz_29,taz_95,1811
taz_29,taz_96,1000
taz_29,taz_97,1083
taz_29,taz_98,98
taz_29,taz_99,78
taz_3,taz_0,565
taz_3,taz_1,536
taz_3,taz_10,1949
taz_3,taz_100,776
taz_3,taz_101,1399
taz_3,taz_11,592
taz_3,taz_12,1094
taz_3,taz_13,1814
taz_3,taz_14,783
taz_3,taz_15,956
taz_3,taz_16,1512
taz_3,taz_17,1690
taz_3,taz_18,1914
taz_3,taz_19,854
taz_3,taz_2,1511
taz_3,taz_20,4
taz_3,taz_21,696
taz_3,taz_22,1075
taz_3,taz_23,941
taz_3,taz_24,1036
taz_3,taz_25,684
taz_3,taz_26,643
taz_3,taz_27,1911
taz_3,taz_28,1463
taz_3,taz_29,1099
taz_3,taz_30,540
taz_3,taz_31,193
taz_3,taz_32,1241
taz_3,taz_33,1407
taz_3,taz_34,821
taz_3,taz_35,818
taz_3,taz_36,860
taz_3,taz_37,1009
taz_3,taz_38,207
taz_3,taz_39,1867
taz_3,taz_4,1984
taz_3,taz_40,586
taz_3,taz_41,214
taz_3,taz_42,614
taz_3,taz_43,1459
taz_3,taz_44,659
taz_3,taz_45,872
taz_3,taz_46,1950
taz_3,taz_47,1760
taz_3,taz_48,1398
taz_3,taz_49,631
taz_3,taz_5,1844
taz_3,taz_50,504
taz_3,taz_51,810
taz_3,taz_52,651
taz_3,taz_53,1187
taz_3,taz_54,474
taz_3,taz_55,1137
taz_3,taz_56,1186
taz_3,taz_57,1053
taz_3,taz_58,1946
taz_3,taz_59,191
taz_3,taz_6,1877
taz_3,taz_60,178
taz_3,taz_61,422
taz_3,taz_62,1284
taz_3,taz_63,341
taz_3,taz_64,1176
taz_3,taz_65,921
taz_3,taz_66,1434
taz_3,taz_67,768
taz_3,taz_68,1856
taz_3,taz_69,1008
taz_3,taz_7,594
taz_3,taz_70,1946
taz_3,taz_71,928
taz_3,taz_72,715
taz_3,taz_73,178
taz_3,taz_74,1988
taz_3,taz_75,184
taz_3,taz_76,871
taz_3,taz_77,985
taz_3,taz_78,1070
taz_3,taz_79,7
taz_3,taz_8,257
taz_3,taz_80,1583
taz_3,taz_81,865
taz_3,taz_82,380
taz_3,taz_83,1112
taz_3,taz_84,1005
taz_3,taz_85,752
taz_3,taz_86,994
taz_3,taz_87,476
taz_3,taz_88,1968
taz_3,taz_89,428
taz_3,taz_9,32
taz_3,taz_91,1054
taz_3,taz_92,1986
taz_3,taz_93,1515
taz_3,taz_94,1258
taz_3,taz_95,235
taz_3,taz_96,1871
taz_3,taz_97,438
taz_3,taz_98,598
taz_3,taz_99,1748
taz_30,taz_0,15
taz_30,taz_1,1878
taz_30,taz_10,1923
taz_30,taz_100,1945
taz_30,taz_101,1953
taz_30,taz_11,1859
taz_30,taz_12,993
taz_30,taz_13,291
taz_30,taz_14,833
taz_30,taz_15,1565
taz_30,taz_16,1910
taz_30,taz_17,1745
taz_30,taz_18,1926
taz_30,taz_19,21
taz_30,taz_2,781
taz_30,taz_20,1484
taz_30,taz_21,1394
taz_30,taz_22,1927
taz_30,taz_23,224
taz_30,taz_24,461
taz_30,taz_25,1286
taz_30,taz_26,1182
taz_30,taz_27,1347
taz_30,taz_28,1092
taz_30,taz_29,931
taz_30,taz_3,976
taz_30,taz_31,820
taz_30,taz_32,790
taz_30,taz_33,1596
taz_30,taz_34,251
taz_30,taz_35,1136
taz_30,taz_36,345
taz_30,taz_37,1501
taz_30,taz_38,927
taz_30,taz_39,1677
taz_30,taz_4,27
taz_30,taz_40,1491
taz_30,taz_41,266
taz_30,taz_42,780
taz_30,taz_43,1169
taz_30,taz_44,683
taz_30,taz_45,367
taz_30,taz_46,749
taz_30,taz_47,1157
taz_30,taz_48,254
taz_30,taz_49,1028
taz_30,taz_5,2000
taz_30,taz_50,290
taz_30,taz_51,580
taz_30,taz_52,232
taz_30,taz_53,1617
taz_30,taz_54,1039
taz_30,taz_55,1429
taz_30,taz_56,277
taz_30,taz_57,39
taz_30,taz_58,1752
taz_30,taz_59,144
taz_30,taz_6,891
taz_30,taz_60,876
taz_30,taz_61,546
taz_30,taz_62,1949
taz_30,taz_63,577
taz_30,taz_64,974
taz_30,taz_65,315
taz_30,taz_66,874
taz_30,taz_67,1906
taz_30,taz_68,1404
taz_30,taz_69,628
taz_30,taz_7,657
taz_30,taz_70,1276
taz_30,taz_71,1497
taz_30,taz_72,1839
taz_30,taz_73,1058
taz_30,taz_74,1743
taz_30,taz_75,463
taz_30,taz_76,400
taz_30,taz_77,1638
taz_30,taz_78,1229
taz_30,taz_79,1982
taz_30,taz_8,1379
taz_30,taz_80,1974
taz_30,taz_81,1273
taz_30,taz_82,1319
taz_30,taz_83,1614
taz_30,taz_84,691
taz_30,taz_85,87
taz_30,taz_86,49
taz_30,taz_87,1070
taz_30,taz_88,1796
taz_30,taz_89,1502
taz_30,taz_9,680
taz_30,taz_91,439
taz_30,taz_92,1317
taz_30,taz_93,1118
taz_30,taz_94,121
taz_30,taz_95,709
taz_30,taz_96,1637
taz_30,taz_97,1314
taz_30,taz_98,706
taz_30,taz_99,371
taz_31,taz_0,1014
taz_31,taz_1,1580
taz_31,taz_10,467
taz_31,taz_100,1214
taz_31,taz_101,434
taz_31,taz_11,1002
taz_31,taz_12,1963
taz_31,taz_13,498
taz_31,taz_14,807
taz_31,taz_15,1370
taz_31,taz_16,688
taz_31,taz_17,35
taz_31,taz_18,847
taz_31,taz_19,1501
taz_31,taz_2,1677
taz_31,taz_20,1283
taz_31,taz_21,1337
taz_31,taz_22,526
taz_31,taz_23,517
taz_31,taz_24,1790
taz_31,taz_25,290
taz_31,taz_26,231
taz_31,taz_27,1472
taz_31,taz_28,1528
taz_31,taz_29,635
taz_31,taz_3,995
taz_31,taz_30,1554
taz_31,taz_32,1588
taz_31,taz_33,1426
taz_31,taz_34,164
taz_31,taz_35,1941
taz_31,taz_36,1613
taz_31,taz_37,596
taz_31,taz_38,752
taz_31,taz_39,531
taz_31,taz_4,1678
taz_31,taz_40,82
taz_31,taz_41,49
taz_31,taz_42,65
taz_31,taz_43,466
taz_31,taz_44,1172
taz_31,taz_45,1559
taz_31,taz_46,1487
taz_31,taz_47,1762
taz_31,taz_48,202
taz_31,taz_49,658
taz_31,taz_5,1811
taz_31,taz_50,874
taz_31,taz_51,690
taz_31,taz_52,1180
taz_31,taz_53,581
taz_31,taz_54,235
taz_31,taz_55,1585
taz_31,taz_56,1326
taz_31,taz_57,1564
taz_31,taz_58,1414
taz_31,taz_59,252
taz_31,taz_6,1186
taz_31,taz_60,1635
taz_31,taz_61,1543
taz_31,taz_62,1438
taz_31,taz_63,1152
taz_31,taz_64,70
taz_31,taz_65,1055
taz_31,taz_66,1910
taz_31,taz_67,1914
taz_31,taz_68,1314
taz_31,taz_69,860
taz_31,taz_7,1210
taz_31,taz_70,689
taz_31,taz_71,495
taz_31,taz_72,513
taz_31,taz_73,970
taz_31,taz_74,1422
taz_31,taz_75,191
taz_31,taz_76,287
taz_31,taz_77,1339
taz_31,taz_78,1924
taz_31,taz_79,1303
taz_31,taz_8,124
taz_31,taz_80,1445
taz_31,taz_81,945
taz_31,taz_82,573
taz_31,taz_83,208
taz_31,taz_84,968
taz_31,taz_85,769
taz_31,taz_86,1225
taz_31,taz_87,1153
taz_31,taz_88,1730
taz_31,taz_89,1149
taz_31,taz_9,171
taz_31,taz_91,281
taz_31,taz_92,834
taz_31,taz_93,659
taz_31,taz_94,1601
taz_31,taz_95,284
taz_31,taz_96,1065
taz_31,taz_97,1804
taz_31,taz_98,194
taz_31,taz_99,1150
taz_32,taz_0,1479
taz_32,taz_1,1567
taz_32,taz_10,1033
taz_32,taz_100,250
taz_32,taz_101,1224
taz_32,taz_11,1319
taz_32,taz_12,1955
taz_32,taz_13,1426
taz_32,taz_14,1561
taz_32,taz_15,4
taz_32,taz_16,30
taz_32,taz_17,360
taz_32,taz_18,1871
taz_32,taz_19,1341
taz_32,taz_2,1696
taz_32,taz_20,469
taz_32,taz_21,1163
taz_32,taz_22,488
taz_32,taz_23,173
taz_32,taz_24,1128
taz_32,taz_25,658
taz_32,taz_26,1240
taz_32,taz_27,1959
taz_32,taz_28,1777
taz_32,taz_29,363
taz_32,taz_3,300
taz_32,taz_30,1012
taz_32,taz_31,1570
taz_32,taz_33,515
taz_32,taz_34,1797
taz_32,taz_35,968
taz_32,taz_36,1190
taz_32,taz_37,951
taz_32,taz_38,14
taz_32,taz_39,971
taz_32,taz_4,951
taz_32,taz_40,225
taz_32,taz_41,1497
taz_32,taz_42,382
taz_32,taz_43,1675
taz_32,taz_44,1125
taz_32,taz_45,257
taz_32,taz_46,686
taz_32,taz_47,58
taz_32,taz_48,973
taz_32,taz_49,1151
taz_32,taz_5,974
taz_32,taz_50,1682
taz_32,taz_51,142
taz_32,taz_52,1116
taz_32,taz_53,1241
taz_32,taz_54,482
taz_32,taz_55,1347
taz_32,taz_56,925
taz_32,taz_57,1186
taz_32,taz_58,1848
taz_32,taz_59,252
taz_32,taz_6,1722
taz_32,taz_60,1427
taz_32,taz_61,1188
taz_32,taz_62,1952
taz_32,taz_63,627
taz_32,taz_64,1556
taz_32,taz_65,857
taz_32,taz_66,1366
taz_32,taz_67,120
taz_32,taz_68,839
taz_32,taz_69,263
taz_32,taz_7,1814
taz_32,taz_70,1555
taz_32,taz_71,807
taz_32,taz_72,1809
taz_32,taz_73,1167
taz_32,taz_74,1693
taz_32,taz_75,1415
taz_32,taz_76,1776
taz_32,taz_77,1106
taz_32,taz_78,1831
taz_32,taz_79,64
taz_32,taz_8,1266
taz_32,taz_80,1882
taz_32,taz_81,1448
taz_32,taz_82,988
taz_32,taz_83,1566
taz_32,taz_84,864
taz_32,taz_85,565
taz_32,taz_86,1708
taz_32,taz_87,114
taz_32,taz_88,1217
taz_32,taz_89,1925
taz_32,taz_9,1409
taz_32,taz_91,629
taz_32,taz_92,1526
taz_32,taz_93,1152
taz_32,taz_94,290
taz_32,taz_95,1467
taz_32,taz_96,703
taz_32,taz_97,661
taz_32,taz_98,1682
taz_32,taz_99,775
taz_33,taz_0,768
taz_33,taz_1,658
taz_33,taz_10,389
taz_33,taz_100,120
taz_33,taz_101,148
taz_33,taz_11,1851
taz_33,taz_12,725
taz_33,taz_13,242
taz_33,taz_14,924
taz_33,taz_15,957
taz_33,taz_16,653
taz_33,taz_17,1235
taz_33,taz_18,1124
taz_33,taz_19,1356
taz_33,taz_2,1199
taz_33,taz_20,1186
taz_33,taz_21,1806
taz_33,taz_22,227
taz_33,taz_23,628
taz_33,taz_24,687
taz_33,taz_25,1872
taz_33,taz_26,415
taz_33,taz_27,1960
taz_33,taz_28,453
taz_33,taz_29,605
taz_33,taz_3,906
taz_33,taz_30,1994
taz_33,taz_31,938
taz_33,taz_32,1922
taz_33,taz_34,1314
taz_33,taz_35,644
taz_33,taz_36,1523
taz_33,taz_37,166
taz_33,taz_38,841
taz_33,taz_39,1988
taz_33,taz_4,1142
taz_33,taz_40,181
taz_33,taz_41,693
taz_33,taz_42,1465
taz_33,taz_43,861
taz_33,taz_44,898
taz_33,taz_45,533
taz_33,taz_46,654
taz_33,taz_47,1204
taz_33,taz_48,1787
taz_33,taz_49,108
taz_33,taz_5,109
taz_33,taz_50,893
taz_33,taz_51,377
taz_33,taz_52,537
taz_33,taz_53,576
taz_33,taz_54,1600
taz_33,taz_55,1103
taz_33,taz_56,115
taz_33,taz_57,430
taz_33,taz_58,234
taz_33,taz_59,148
taz_33,taz_6,965
taz_33,taz_60,1967
taz_33,taz_61,1609
taz_33,taz_62,1514
taz_33,taz_63,769
taz_33,taz_64,626
taz_33,taz_65,156
taz_33,taz_66,1897
taz_33,taz_67,871
taz_33,taz_68,323
taz_33,taz_69,1185
taz_33,taz_7,2000
taz_33,taz_70,922
taz_33,taz_71,242
taz_33,taz_72,888
taz_33,taz_73,797
taz_33,taz_74,877
taz_33,taz_75,651
taz_33,taz_76,1518
taz_33,taz_77,206
taz_33,taz_78,1930
taz_33,taz_79,1092
taz_33,taz_8,1730
taz_33,taz_80,1449
taz_33,taz_81,697
taz_33,taz_82,1804
taz_33,taz_83,15
taz_33,taz_84,1799
taz_33,taz_85,1658
taz_33,taz_86,473
taz_33,taz_87,170
taz_33,taz_88,871
taz_33,taz_89,201
taz_33,taz_9,858
taz_33,taz_91,1240
taz_33,taz_92,1401
taz_33,taz_93,1754
taz_33,taz_94,1661
taz_33,taz_95,712
taz_33,taz_96,868
taz_33,taz_97,1075
taz_33,taz_98,1721
taz_33,taz_99,967
taz_34,taz_0,439
taz_34,taz_1,1794
taz_34,taz_10,1811
taz_34,taz_100,351
taz_34,taz_101,499
taz_34,taz_11,1265
taz_34,taz_12,1786
taz_34,taz_13,138
taz_34,taz_14,923
taz_34,taz_15,917
taz_34,taz_16,1741
taz_34,taz_17,1125
taz_34,taz_18,1138
taz_34,taz_19,1731
taz_34,taz_2,257
taz_34,taz_20,1958
taz_34,taz_21,1543
taz_34,taz_22,942
taz_34,taz_23,1715
taz_34,taz_24,1119
taz_34,taz_25,1412
taz_34,taz_26,1075
taz_34,taz_27,212
taz_34,taz_28,129
taz_34,taz_29,199
taz_34,taz_3,254
taz_34,taz_30,498
taz_34,taz_31,403
taz_34,taz_32,842
taz_34,taz_33,1969
taz_34,taz_35,1097
taz_34,taz_36,608
taz_34,taz_37,1353
taz_34,taz_38,58
taz_34,taz_39,235
taz_34,taz_4,225
taz_34,taz_40,823
taz_34,taz_41,1312
taz_34,taz_42,436
taz_34,taz_43,790
taz_34,taz_44,466
taz_34,taz_45,1685
taz_34,taz_46,1656
taz_34,taz_47,611
taz_34,taz_48,577
taz_34,taz_49,1868
taz_34,taz_5,1444
taz_34,taz_50,501
taz_34,taz_51,800
taz_34,taz_52,1532
taz_34,taz_53,204
taz_34,taz_54,701
taz_34,taz_55,424
taz_34,taz_56,1259
taz_34,taz_57,1285
taz_34,taz_58,1743
taz_34,taz_59,1265
taz_34,taz_6,1081
taz_34,taz_60,961
taz_34,taz_61,682
taz_34,taz_62,1970
taz_34,taz_63,45
taz_34,taz_64,176
taz_34,taz_65,579
taz_34,taz_66,703
taz_34,taz_67,1227
taz_34,taz_68,93
taz_34,taz_69,644
taz_34,taz_7,435
taz_34,taz_70,1782
taz_34,taz_71,81
taz_34,taz_72,1881
taz_34,taz_73,1636
taz_34,taz_74,1314
taz_34,taz_75,479
taz_34,taz_76,702
taz_34,taz_77,1197
taz_34,taz_78,1459
taz_34,taz_79,746
taz_34,taz_8,19
taz_34,taz_80,360
taz_34,taz_81,1359
taz_34,taz_82,341
taz_34,taz_83,1502
taz_34,taz_84,1717
taz_34,taz_85,1608
taz_34,taz_86,711
taz_34,taz_87,53
taz_34,taz_88,128
taz_34,taz_89,589
taz_34,taz_9,939
taz_34,taz_91,611
taz_34,taz_92,388
taz_34,taz_93,1397
taz_34,taz_94,563
taz_34,taz_95,1859
taz_34,taz_96,829
taz_34,taz_97,208
taz_34,taz_98,1956
taz_34,taz_99,853
taz_35,taz_0,1256
taz_35,taz_1,534
taz_35,taz_10,1910
taz_35,taz_100,1201
taz_35,taz_101,914
taz_35,taz_11,1898
taz_35,taz_12,1037
taz_35,taz_13,1680
taz_35,taz_14,356
taz_35,taz_15,1847
taz_35,taz_16,1952
taz_35,taz_17,1959
taz_35,taz_18,1603
taz_35,taz_19,260
taz_35,taz_2,1870
taz_35,taz_20,1294
taz_35,taz_21,678
taz_35,taz_22,1057
taz_35,taz_23,198
taz_35,taz_24,642
taz_35,taz_25,1064
taz_35,taz_26,1066
taz_35,taz_27,1010
taz_35,taz_28,927
taz_35,taz_29,316
taz_35,taz_3,1940
taz_35,taz_30,191
taz_35,taz_31,1426
taz_35,taz_32,1952
taz_35,taz_33,1940
taz_35,taz_34,523
taz_35,taz_36,1723
taz_35,taz_37,769
taz_35,taz_38,612
taz_35,taz_39,7
taz_35,taz_4,1891
taz_35,taz_40,1227
taz_35,taz_41,1721
taz_35,taz_42,927
taz_35,taz_43,1795
taz_35,taz_44,1602
taz_35,taz_45,100
taz_35,taz_46,1331
taz_35,taz_47,1115
taz_35,taz_48,1687
taz_35,taz_49,6
taz_35,taz_5,722
taz_35,taz_50,1618
taz_35,taz_51,691
taz_35,taz_52,1064
taz_35,taz_53,1726
taz_35,taz_54,1604
taz_35,taz_55,775
taz_35,taz_56,147
taz_35,taz_57,1144
taz_35,taz_58,940
taz_35,taz_59,1819
taz_35,taz_6,1796
taz_35,taz_60,562
taz_35,taz_61,415
taz_35,taz_62,681
taz_35,taz_63,1496
taz_35,taz_64,154
taz_35,taz_65,1389
taz_35,taz_66,1568
taz_35,taz_67,1215
taz_35,taz_68,1593
taz_35,taz_69,393
taz_35,taz_7,708
taz_35,taz_70,772
taz_35,taz_71,1452
taz_35,taz_72,1097
taz_35,taz_73,368
taz_35,taz_74,366
taz_35,taz_75,306
taz_35,taz_76,1519
taz_35,taz_77,454
taz_35,taz_78,1605
taz_35,taz_79,1280
taz_35,taz_8,647
taz_35,taz_80,1216
taz_35,taz_81,1824
taz_35,taz_82,1419
taz_35,taz_83,153
taz_35,taz_84,338
taz_35,taz_85,1542
taz_35,taz_86,1779
taz_35,taz_87,841
taz_35,taz_88,943
taz_35,taz_89,915
taz_35,taz_9,298
taz_35,taz_91,1418
taz_35,taz_92,844
taz_35,taz_93,123
taz_35,taz_94,1664
taz_35,taz_95,315
taz_35,taz_96,627
taz_35,taz_97,1291
taz_35,taz_98,286
taz_35,taz_99,270
taz_36,taz_0,1723
taz_36,taz_1,36
taz_36,taz_10,850
taz_36,taz_100,1480
taz_36,taz_101,25
taz_36,taz_11,1407
taz_36,taz_12,919
taz_36,taz_13,1108
taz_36,taz_14,1392
taz_36,taz_15,1955
taz_36,taz_16,1559
taz_36,taz_17,630
taz_36,taz_18,1463
taz_36,taz_19,768
taz_36,taz_2,1044
taz_36,taz_20,772
taz_36,taz_21,1814
taz_36,taz_22,466
taz_36,taz_23,1645
taz_36,taz_24,795
taz_36,taz_25,410
taz_36,taz_26,1301
taz_36,taz_27,1874
taz_36,taz_28,194
taz_36,taz_29,1816
taz_36,taz_3,1985
taz_36,taz_30,1373
taz_36,taz_31,197
taz_36,taz_32,1447
taz_36,taz_33,847
taz_36,taz_34,1336
taz_36,taz_35,1929
taz_36,taz_37,1136
taz_36,taz_38,31
taz_36,taz_39,1296
taz_36,taz_4,1866
taz_36,taz_40,1379
taz_36,taz_41,1856
taz_36,taz_42,8
taz_36,taz_43,1601
taz_36,taz_44,927
taz_36,taz_45,949
taz_36,taz_46,1745
taz_36,taz_47,1036
taz_36,taz_48,901
taz_36,taz_49,819
taz_36,taz_5,767
taz_36,taz_50,489
taz_36,taz_51,146
taz_36,taz_52,926
taz_36,taz_53,353
taz_36,taz_54,1073
taz_36,taz_55,1925
taz_36,taz_56,1594
taz_36,taz_57,1584
taz_36,taz_58,264
taz_36,taz_59,1064
taz_36,taz_6,1467
taz_36,taz_60,1385
taz_36,taz_61,490
taz_36,taz_62,1954
taz_36,taz_63,180
taz_36,taz_64,392
taz_36,taz_65,1797
taz_36,taz_66,1998
taz_36,taz_67,1356
taz_36,taz_68,1567
taz_36,taz_69,1163
taz_36,taz_7,686
taz_36,taz_70,1213
taz_36,taz_71,828
taz_36,taz_72,337
taz_36,taz_73,706
taz_36,taz_74,1454
taz_36,taz_75,1593
taz_36,taz_76,901
taz_36,taz_77,629
taz_36,taz_78,1265
taz_36,taz_79,667
taz_36,taz_8,313
taz_36,taz_80,659
taz_36,taz_81,85
taz_36,taz_82,339
taz_36,taz_83,261
taz_36,taz_84,1991
taz_36,taz_85,560
taz_36,taz_86,1366
taz_36,taz_87,1561
taz_36,taz_88,1992
taz_36,taz_89,273
taz_36,taz_9,755
taz_36,taz_91,1119
taz_36,taz_92,1796
taz_36,taz_93,928
taz_36,taz_94,83
taz_36,taz_95,137
taz_36,taz_96,1497
taz_36,taz_97,1201
taz_36,taz_98,1280
taz_36,taz_99,1939
taz_37,taz_0,1276
taz_37,taz_1,613
taz_37,taz_10,777
taz_37,taz_100,367
taz_37,taz_101,580
taz_37,taz_11,422
taz_37,taz_12,126
taz_37,taz_13,1819
taz_37,taz_14,1614
taz_37,taz_15,1166
taz_37,taz_16,1210
taz_37,taz_17,786
taz_37,taz_18,535
taz_37,taz_19,1421
taz_37,taz_2,1941
taz_37,taz_20,856
taz_37,taz_21,327
taz_37,taz_22,1816
taz_37,taz_23,1747
taz_37,taz_24,935
taz_37,taz_25,410
taz_37,taz_26,547
taz_37,taz_27,812
taz_37,taz_28,1850
taz_37,taz_29,914
taz_37,taz_3,943
taz_37,taz_30,1983
taz_37,taz_31,1619
taz_37,taz_32,346
taz_37,taz_33,1642
taz_37,taz_34,852
taz_37,taz_35,109
taz_37,taz_36,1642
taz_37,taz_38,38
taz_37,taz_39,493
taz_37,taz_4,1346
taz_37,taz_40,1835
taz_37,taz_41,737
taz_37,taz_42,30
taz_37,taz_43,1899
taz_37,taz_44,99
taz_37,taz_45,1374
taz_37,taz_46,68
taz_37,taz_47,1158
taz_37,taz_48,37
taz_37,taz_49,1182
taz_37,taz_5,1747
taz_37,taz_50,632
taz_37,taz_51,530
taz_37,taz_52,76
taz_37,taz_53,1006
taz_37,taz_54,245
taz_37,taz_55,1823
taz_37,taz_56,956
taz_37,taz_57,289
taz_37,taz_58,1805
taz_37,taz_59,1724
taz_37,taz_6,577
taz_37,taz_60,1764
taz_37,taz_61,1815
taz_37,taz_62,1000
taz_37,taz_63,137
taz_37,taz_64,915
taz_37,taz_65,1122
taz_37,taz_66,1336
taz_37,taz_67,209
taz_37,taz_68,166
taz_37,taz_69,1462
taz_37,taz_7,1051
taz_37,taz_70,380
taz_37,taz_71,1055
taz_37,taz_72,827
taz_37,taz_73,1596
taz_37,taz_74,1729
taz_37,taz_75,1752
taz_37,taz_76,641
taz_37,taz_77,1350
taz_37,taz_78,1772
taz_37,taz_79,155
taz_37,taz_8,730
taz_37,taz_80,1345
taz_37,taz_81,1267
taz_37,taz_82,1369
taz_37,taz_83,1912
taz_37,taz_84,1185
taz_37,taz_85,206
taz_37,taz_86,739
taz_37,taz_87,1664
taz_37,taz_88,1748
taz_37,taz_89,1499
taz_37,taz_9,180
taz_37,taz_91,1204
taz_37,taz_92,588
taz_37,taz_93,91
taz_37,taz_94,1050
taz_37,taz_95,1092
taz_37,taz_96,690
taz_37,taz_97,649
taz_37,taz_98,1489
taz_37,taz_99,632
taz_38,taz_0,1442
taz_38,taz_1,478
taz_38,taz_10,1845
taz_38,taz_100,530
taz_38,taz_101,1321
taz_38,taz_11,397
taz_38,taz_12,1674
taz_38,taz_13,1846
taz_38,taz_14,509
taz_38,taz_15,1688
taz_38,taz_16,97
taz_38,taz_17,1060
taz_38,taz_18,1276
taz_38,taz_19,1646
taz_38,taz_2,59
taz_38,taz_20,535
taz_38,taz_21,1007
taz_38,taz_22,1270
taz_38,taz_23,918
taz_38,taz_24,476
taz_38,taz_25,935
taz_38,taz_26,1325
taz_38,taz_27,1449
taz_38,taz_28,1209
taz_38,taz_29,760
taz_38,taz_3,1215
taz_38,taz_30,424
taz_38,taz_31,393
taz_38,taz_32,733
taz_38,taz_33,822
taz_38,taz_34,1721
taz_38,taz_35,1218
taz_38,taz_36,1288
taz_38,taz_37,1187
taz_38,taz_39,670
taz_38,taz_4,138
taz_38,taz_40,1677
taz_38,taz_41,1645
taz_38,taz_42,1531
taz_38,taz_43,1477
taz_38,taz_44,1589
taz_38,taz_45,1948
taz_38,taz_46,945
taz_38,taz_47,1518
taz_38,taz_48,593
taz_38,taz_49,1182
taz_38,taz_5,1843
taz_38,taz_50,1212
taz_38,taz_51,266
taz_38,taz_52,1036
taz_38,taz_53,20
taz_38,taz_54,829
taz_38,taz_55,804
taz_38,taz_56,616
taz_38,taz_57,915
taz_38,taz_58,710
taz_38,taz_59,830
taz_38,taz_6,1840
taz_38,taz_60,890
taz_38,taz_61,600
taz_38,taz_62,1244
taz_38,taz_63,603
taz_38,taz_64,803
taz_38,taz_65,270
taz_38,taz_66,1366
taz_38,taz_67,753
taz_38,taz_68,1533
taz_38,taz_69,592
taz_38,taz_7,1696
taz_38,taz_70,1523
taz_38,taz_71,1778
taz_38,taz_72,1874
taz_38,taz_73,239
taz_38,taz_74,1690
taz_38,taz_75,1330
taz_38,taz_76,509
taz_38,taz_77,1255
taz_38,taz_78,410
taz_38,taz_79,343
taz_38,taz_8,680
taz_38,taz_80,103
taz_38,taz_81,1309
taz_38,taz_82,1244
taz_38,taz_83,294
taz_38,taz_84,597
taz_38,taz_85,985
taz_38,taz_86,786
taz_38,taz_87,781
taz_38,taz_88,583
taz_38,taz_89,1942
taz_38,taz_9,1236
taz_38,taz_91,582
taz_38,taz_92,1160
taz_38,taz_93,125
taz_38,taz_94,1616
taz_38,taz_95,1124
taz_38,taz_96,1275
taz_38,taz_97,1626
taz_38,taz_98,1012
taz_38,taz_99,1039
taz_39,taz_0,1407
taz_39,taz_1,701
taz_39,taz_10,1335
taz_39,taz_100,1076
taz_39,taz_101,1618
taz_39,taz_11,1290
taz_39,taz_12,1778
taz_39,taz_13,1960
taz_39,taz_14,1654
taz_39,taz_15,313
taz_39,taz_16,1170
taz_39,taz_17,1948
taz_39,taz_18,1434
taz_39,taz_19,1306
taz_39,taz_2,1872
taz_39,taz_20,1324
taz_39,taz_21,1165
taz_39,taz_22,355
taz_39,taz_23,1476
taz_39,taz_24,436
taz_39,taz_25,847
taz_39,taz_26,529
taz_39,taz_27,1254
taz_39,taz_28,188
taz_39,taz_29,722
taz_39,taz_3,1099
taz_39,taz_30,149
taz_39,taz_31,1363
taz_39,taz_32,519
taz_39,taz_33,1778
taz_39,taz_34,1814
taz_39,taz_35,868
taz_39,taz_36,462
taz_39,taz_37,1869
taz_39,taz_38,1188
taz_39,taz_4,1589
taz_39,taz_40,49
taz_39,taz_41,961
taz_39,taz_42,1836
taz_39,taz_43,1362
taz_39,taz_44,500
taz_39,taz_45,506
taz_39,taz_46,806
taz_39,taz_47,17
taz_39,taz_48,1530
taz_39,taz_49,342
taz_39,taz_5,1487
taz_39,taz_50,543
taz_39,taz_51,1878
taz_39,taz_52,1188
taz_39,taz_53,927
taz_39,taz_54,475
taz_39,taz_55,893
taz_39,taz_56,1060
taz_39,taz_57,1051
taz_39,taz_58,952
taz_39,taz_59,1140
taz_39,taz_6,500
taz_39,taz_60,108
taz_39,taz_61,1940
taz_39,taz_62,482
taz_39,taz_63,941
taz_39,taz_64,1725
taz_39,taz_65,826
taz_39,taz_66,373
taz_39,taz_67,1511
taz_39,taz_68,138
taz_39,taz_69,1430
taz_39,taz_7,1618
taz_39,taz_70,1563
taz_39,taz_71,190
taz_39,taz_72,1082
taz_39,taz_73,593
taz_39,taz_74,1397
taz_39,taz_75,1334
taz_39,taz_76,1102
taz_39,taz_77,1350
taz_39,taz_78,1644
taz_39,taz_79,1347
taz_39,taz_8,101
taz_39,taz_80,1497
taz_39,taz_81,1073
taz_39,taz_82,15
taz_39,taz_83,1484
taz_39,taz_84,1739
taz_39,taz_85,196
taz_39,taz_86,120
taz_39,taz_87,1036
taz_39,taz_88,1889
taz_39,taz_89,976
taz_39,taz_9,1199
taz_39,taz_91,1805
taz_39,taz_92,1040
taz_39,taz_93,879
